SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0131;ak;aardrijkskunde;;0;0;10;6,6;10;6,6;10;6,1;10;6,1;6,5;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0161;in;informatica;;0;0;17;7,2;0;,0;0;,0;0;,0;7,2;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0251;m&o;management en organisatie;;0;0;11;6,4;11;6,4;11;6,0;11;6,0;6,2;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0260;mu;muziek;;0;0;3;6,9;3;6,9;3;7,6;3;7,6;7,3;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0270;te;tekenen;;0;0;8;6,8;8;6,8;8;6,3;8;6,3;6,6;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0301;anw;algemene natuurwetenschappen;;0;0;68;7,1;0;,0;0;,0;0;,0;7,1;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;45;45;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;24;24;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0371;kcv;klassieke culturele vorming;;0;0;26;8,1;0;,0;0;,0;0;,0;8,1;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0432;voda;vooropleiding dansvakonderwijs;;0;0;3;7,7;0;,0;0;,0;0;,0;7,7;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;72;6,4;72;6,4;72;6,0;72;6,0;6,3;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1002;entl;Engelse taal en literatuur;;0;0;72;7,0;72;7,0;72;6,8;72;6,8;6,9;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1003;fatl;Franse taal en literatuur;;0;0;10;6,8;10;6,8;10;6,6;10;6,6;6,7;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1004;dutl;Duitse taal en literatuur;;0;0;47;6,6;47;6,6;47;6,1;47;6,1;6,4;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1010;latl;Latijnse taal en literatuur;;0;0;21;7,1;21;7,1;21;7,4;21;7,4;7,2;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1011;grtl;Griekse taal en literatuur;;0;0;9;7,1;9;7,1;9;6,8;9;6,8;7,1;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1018;biol;biologie;;0;0;50;6,5;50;6,5;50;5,9;50;5,9;6,3;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1019;maat;maatschappijleer;;0;0;71;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;G;30;30;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;V;15;15;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1021;ges;geschiedenis;;0;0;18;6,3;18;6,3;18;5,8;18;5,8;6,1;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1022;econ;economie;;0;0;34;6,4;34;6,4;34;6,3;34;6,3;6,3;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1023;nat;natuurkunde;;0;0;51;6,7;51;6,7;51;6,5;51;6,5;6,7;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1024;wisA;wiskunde A;;0;0;36;6,9;36;6,9;36;6,8;36;6,8;6,9;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1025;wisB;wiskunde B;;0;0;36;7,2;36;7,2;36;7,4;36;7,4;7,2;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1028;schk;scheikunde;;0;0;54;6,5;54;6,5;54;6,2;54;6,2;6,4;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1032;kudr;kunst (drama);;0;0;2;7,9;2;7,9;2;6,4;2;6,4;7,5;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1036;hndv;handvaardigheid;;0;0;3;7,2;3;7,2;3;6,5;3;6,5;7,0;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;11;6,9;0;,0;0;,0;0;,0;7,0;,0
2015;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,3
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0131;ak;aardrijkskunde;;0;0;5;6,9;5;6,9;5;6,6;5;6,6;6,6;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0251;m&o;management en organisatie;;0;0;10;6,7;10;6,7;10;6,2;10;6,2;6,4;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0270;te;tekenen;;0;0;4;6,7;4;6,7;4;6,5;4;6,5;6,5;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0301;anw;algemene natuurwetenschappen;;0;0;29;6,9;0;,0;0;,0;0;,0;7,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;29;29;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;2;2;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0371;kcv;klassieke culturele vorming;;0;0;4;8,1;0;,0;0;,0;0;,0;8,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;33;7,0;33;7,0;33;6,1;33;6,1;6,7;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1002;entl;Engelse taal en literatuur;;0;0;33;7,3;33;7,3;33;7,4;33;7,4;7,4;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1003;fatl;Franse taal en literatuur;;0;0;14;6,5;14;6,5;14;7,1;14;7,1;6,7;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1004;dutl;Duitse taal en literatuur;;0;0;22;6,7;22;6,7;22;6,5;22;6,5;6,5;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1010;latl;Latijnse taal en literatuur;;0;0;3;7,2;3;7,2;3;7,7;3;7,7;7,3;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1011;grtl;Griekse taal en literatuur;;0;0;1;8,6;1;8,6;1;9,1;1;9,1;9,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1018;biol;biologie;;0;0;19;6,6;19;6,6;19;6,5;19;6,5;6,6;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1019;maat;maatschappijleer;;0;0;29;7,1;0;,0;0;,0;0;,0;7,1;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;G;20;20;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;V;6;6;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1021;ges;geschiedenis;;0;0;19;7,1;19;7,1;19;6,2;19;6,2;6,6;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1022;econ;economie;;0;0;18;6,6;18;6,6;18;6,1;18;6,1;6,3;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1023;nat;natuurkunde;;0;0;14;6,5;14;6,5;14;6,3;14;6,3;6,6;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1024;wisA;wiskunde A;;0;0;18;7,0;18;7,0;18;7,2;18;7,2;7,2;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1025;wisB;wiskunde B;;0;0;12;6,6;12;6,6;12;6,9;12;6,9;6,8;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1026;wisC;wiskunde C;;0;0;3;6,7;3;6,7;3;7,6;3;7,6;7,0;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1028;schk;scheikunde;;0;0;14;6,9;14;6,9;14;6,5;14;6,5;6,7;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1034;maw;maatschappijwetenschappen;;0;0;9;7,0;9;7,0;9;7,1;9;7,1;7,2;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1036;hndv;handvaardigheid;;0;0;5;6,7;5;6,7;5;6,3;5;6,3;6,4;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;11;7,6;0;,0;0;,0;0;,0;7,8;,0
2015;00AH;07;locatie, Zuid;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,3
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0131;ak;aardrijkskunde;;0;0;18;7,2;18;7,2;18;6,3;18;6,3;6,6;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0251;m&o;management en organisatie;;0;0;22;7,2;22;7,2;22;5,9;22;5,9;6,6;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;43;7,3;0;,0;0;,0;0;,0;7,3;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;28;28;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;16;16;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0371;kcv;klassieke culturele vorming;;0;0;13;6,6;0;,0;0;,0;0;,0;6,6;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;44;7,2;44;7,2;44;6,1;44;6,1;6,6;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1002;entl;Engelse taal en literatuur;;0;0;44;6,8;44;6,8;44;6,8;44;6,8;6,8;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1003;fatl;Franse taal en literatuur;;0;0;16;6,6;16;6,6;16;7,3;16;7,3;6,9;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;29;6,8;29;6,8;29;6,1;29;6,1;6,4;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1010;latl;Latijnse taal en literatuur;;0;0;11;6,2;11;6,2;11;6,9;11;6,9;6,5;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1011;grtl;Griekse taal en literatuur;;0;0;4;5,9;4;5,9;4;6,9;4;6,9;6,3;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1018;biol;biologie;;0;0;21;6,5;21;6,5;21;6,0;21;6,0;6,2;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1019;maat;maatschappijleer;;0;0;43;7,1;0;,0;0;,0;0;,0;7,1;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;22;22;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;8;8;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1021;ges;geschiedenis;;0;0;23;6,7;23;6,7;23;6,4;23;6,4;6,7;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1022;econ;economie;;0;0;22;6,7;22;6,7;22;6,1;22;6,1;6,4;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1023;nat;natuurkunde;;0;0;20;6,9;20;6,9;20;5,2;20;5,2;6,1;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1024;wisA;wiskunde A;;0;0;23;7,2;23;7,2;23;7,4;23;7,4;7,4;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1025;wisB;wiskunde B;;0;0;21;6,4;21;6,4;21;5,8;21;5,8;6,1;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1028;schk;scheikunde;;0;0;21;6,6;21;6,6;21;6,0;21;6,0;6,4;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;4;8,0;4;8,0;4;5,9;4;5,9;7,0;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1031;kumu;kunst (muziek);;0;0;4;7,4;4;7,4;4;6,3;4;6,3;6,8;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1035;nlt;natuur, leven en technologie;;0;0;7;6,9;0;,0;0;,0;0;,0;6,7;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;12;7,5;0;,0;0;,0;0;,0;7,6;,0
2015;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,3
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0131;ak;aardrijkskunde;;0;0;15;6,1;15;6,1;15;5,5;15;5,5;6,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0251;m&o;management en organisatie;;0;0;17;5,7;17;5,7;17;5,2;17;5,2;5,4;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0270;te;tekenen;;0;0;9;6,6;9;6,6;9;6,3;9;6,3;6,4;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;46;6,7;0;,0;0;,0;0;,0;6,7;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;20;20;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;29;29;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0371;kcv;klassieke culturele vorming;;0;0;20;7,4;0;,0;0;,0;0;,0;7,4;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;49;6,2;49;6,2;49;5,5;49;5,5;5,9;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;49;6,7;49;6,7;49;6,6;49;6,6;6,7;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;15;6,6;15;6,6;15;7,3;15;7,3;6,9;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;28;6,0;28;6,0;28;5,9;28;5,9;6,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1010;latl;Latijnse taal en literatuur;;0;0;8;6,6;8;6,6;8;5,4;8;5,4;6,1;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1018;biol;biologie;;0;0;17;6,4;17;6,4;17;6,5;17;6,5;6,5;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1019;maat;maatschappijleer;;0;0;46;6,3;0;,0;0;,0;0;,0;6,3;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;14;14;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;15;15;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1021;ges;geschiedenis;;0;0;26;6,4;26;6,4;26;5,2;26;5,2;6,0;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1022;econ;economie;;0;0;35;5,8;35;5,8;35;5,9;35;5,9;5,9;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1023;nat;natuurkunde;;0;0;19;6,4;19;6,4;19;6,0;19;6,0;6,2;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1024;wisA;wiskunde A;;0;0;29;6,3;29;6,3;29;6,6;29;6,6;6,5;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1025;wisB;wiskunde B;;0;0;20;6,7;20;6,7;20;6,2;20;6,2;6,5;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1028;schk;scheikunde;;0;0;23;6,3;23;6,3;23;6,5;23;6,5;6,4;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1034;maw;maatschappijwetenschappen;;0;0;8;6,7;8;6,7;8;6,6;8;6,6;6,8;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1035;nlt;natuur, leven en technologie;;0;0;17;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1036;hndv;handvaardigheid;;0;0;10;6,7;10;6,7;10;6,0;10;6,0;6,3;,0
2015;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,9
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0131;ak;aardrijkskunde;;0;0;7;6,8;7;6,8;7;6,8;7;6,8;7,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;25;7,6;0;,0;0;,0;0;,0;7,6;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;5;5;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;20;20;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1018;biol;biologie;;0;0;13;7,2;13;7,2;13;6,1;13;6,1;6,7;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1019;maat;maatschappijleer;;0;0;25;7,0;0;,0;0;,0;0;,0;7,2;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;20;20;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;5;5;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1021;ges;geschiedenis;;0;0;12;6,8;12;6,8;12;6,6;12;6,6;6,8;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1022;econ;economie;;0;0;9;7,0;9;7,0;9;6,7;9;6,7;7,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1023;nat;natuurkunde;;0;0;13;6,6;13;6,6;13;6,6;13;6,6;6,7;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1024;wisA;wiskunde A;;0;0;7;6,8;7;6,8;7;6,9;7;6,9;6,7;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1025;wisB;wiskunde B;;0;0;16;6,8;16;6,8;16;6,2;16;6,2;6,6;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1026;wisC;wiskunde C;;0;0;2;6,0;2;6,0;2;7,6;2;7,6;7,0;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1028;schk;scheikunde;;0;0;13;6,8;13;6,8;13;6,3;13;6,3;6,7;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;5;6,5;5;6,5;5;6,6;5;6,6;6,8;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1031;kumu;kunst (muziek);;0;0;8;6,8;8;6,8;8;6,8;8;6,8;6,8;,0
2015;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1032;kudr;kunst (drama);;0;0;5;7,5;5;7,5;5;7,1;5;7,1;7,4;,0
