SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST
2011;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1022;econ;economie;;0;0;24;6,5;24;6,5;24;6,1;24;6,1;6,4
2011;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;16;6,8;16;6,8;16;6,0;16;6,0;6,5
2011;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1031;kumu;kunst (muziek);;0;0;22;7,7;22;7,7;22;7,3;22;7,3;7,6
2011;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1033;kuda;kunst (dans);;0;0;15;7,2;15;7,2;15;7,4;15;7,4;7,3
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;16;5,8;16;5,8;16;6,1;16;6,1;6,1
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;38;38;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;38;6,1;38;6,1;38;6,0;38;6,0;6,2
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;38;6,1;38;6,1;38;5,6;38;5,6;5,9
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;6;5,9;6;5,9;6;5,1;6;5,1;5,7
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;10;6,3;10;6,3;10;5,2;10;5,2;5,8
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;20;6,1;20;6,1;20;6,6;20;6,6;6,3
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;38;6,2;0;0,0;0;0,0;0;0,0;6,4
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;38;38;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;20;6,3;20;6,3;20;6,7;20;6,7;6,5
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1022;econ;economie;;0;0;26;6,5;26;6,5;26;5,7;26;5,7;6,2
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;19;5,9;19;5,9;19;5,9;19;5,9;6,0
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;25;5,8;25;5,8;25;6,0;25;6,0;6,0
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;13;6,0;13;6,0;13;6,6;13;6,6;6,5
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;20;5,8;20;5,8;20;6,3;20;6,3;6,1
2011;02VG;22;UN- locatie Cosmicus College;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;15;6,5;0;0,0;0;0,0;0;0,0;6,5
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;0131;ak;aardrijkskunde;;0;0;85;6,1;85;6,1;85;6,0;85;6,0;6,0
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;0161;in;informatica;;0;0;30;6,5;0;0,0;0;0,0;0;0,0;6,5
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;0251;m&o;management en organisatie;;0;0;44;6,1;44;6,1;44;6,7;44;6,7;6,5
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;0353;lo;lichamelijke opvoeding;G;64;64;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;0353;lo;lichamelijke opvoeding;V;94;94;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;158;5,8;158;5,8;158;6,3;158;6,3;6,1
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1002;entl;Engelse taal en literatuur;;0;0;158;6,3;158;6,3;158;6,4;158;6,4;6,4
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1003;fatl;Franse taal en literatuur;;0;0;17;6,3;17;6,3;17;5,7;17;5,7;6,1
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;60;6,1;60;6,1;60;6,0;60;6,0;6,1
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1018;biol;biologie;;0;0;66;6,3;66;6,3;66;6,2;66;6,2;6,3
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1019;maat;maatschappijleer;;0;0;158;6,8;0;0,0;0;0,0;0;0,0;6,8
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;50;50;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;108;108;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1021;ges;geschiedenis;;0;0;90;6,1;90;6,1;90;6,7;90;6,7;6,5
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1022;econ;economie;;0;0;85;6,2;85;6,2;85;6,6;85;6,6;6,4
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1023;nat;natuurkunde;;0;0;30;6,1;30;6,1;30;6,9;30;6,9;6,6
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1024;wisA;wiskunde A;;0;0;120;6,3;120;6,3;120;6,2;120;6,2;6,3
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1025;wisB;wiskunde B;;0;0;30;6,0;30;6,0;30;6,3;30;6,3;6,3
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1028;schk;scheikunde;;0;0;68;6,4;68;6,4;68;7,1;68;7,1;6,8
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;21;7,1;18;7,1;18;6,5;18;6,5;6,8
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1031;kumu;kunst (muziek);;0;0;23;6,9;22;6,9;22;6,4;22;6,4;6,7
2011;02VJ;00;PC en RK SGM Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;HAVO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;24;7,3;0;0,0;0;0,0;0;0,0;7,4
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;0131;ak;aardrijkskunde;;0;0;33;6,4;33;6,4;33;6,6;33;6,6;6,5
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;0161;in;informatica;;0;0;31;6,5;0;0,0;0;0,0;0;0,0;6,5
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;0251;m&o;management en organisatie;;0;0;50;6,9;50;6,9;50;7,3;50;7,3;7,1
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;0353;lo;lichamelijke opvoeding;G;53;53;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;0353;lo;lichamelijke opvoeding;V;105;105;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;158;6,2;158;6,2;158;6,1;158;6,1;6,2
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1002;entl;Engelse taal en literatuur;;0;0;158;6,4;158;6,4;158;6,4;158;6,4;6,5
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1003;fatl;Franse taal en literatuur;;0;0;34;6,7;34;6,7;34;6,3;34;6,3;6,4
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;52;6,0;52;6,0;52;6,1;52;6,1;6,1
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1018;biol;biologie;;0;0;47;6,5;47;6,5;47;6,1;47;6,1;6,4
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1019;maat;maatschappijleer;;0;0;158;7,0;0;0,0;0;0,0;0;0,0;7,0
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;49;49;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;109;109;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1021;ges;geschiedenis;;0;0;108;6,1;108;6,1;108;6,6;108;6,6;6,4
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1022;econ;economie;;0;0;100;6,4;100;6,4;100;6,3;100;6,3;6,4
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1023;nat;natuurkunde;;0;0;33;6,2;33;6,2;33;6,3;33;6,3;6,2
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1024;wisA;wiskunde A;;0;0;104;6,4;104;6,4;104;7,3;104;7,3;6,8
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1025;wisB;wiskunde B;;0;0;33;5,9;33;5,9;33;6,5;33;6,5;6,3
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1028;schk;scheikunde;;0;0;50;6,6;50;6,6;50;6,6;50;6,6;6,6
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;33;7,1;33;7,1;33;6,6;33;6,6;6,8
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1034;maw;maatschappijwetenschappen;;0;0;39;6,5;39;6,5;39;7,1;39;7,1;6,8
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1035;nlt;natuur, leven en technologie;;0;0;20;6,7;0;0,0;0;0,0;0;0,0;6,7
2011;02VM;00;Christelijk Lyceum SGM;0345;VEENENDAAL;VEENENDAAL;Utrecht;HAVO;1059;glf;geloof, leven en filosofie;;0;0;21;7,0;0;0,0;0;0,0;0;0,0;7,0
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;0131;ak;aardrijkskunde;;0;0;30;6,1;30;6,1;30;6,5;30;6,5;6,3
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;0251;m&o;management en organisatie;;0;0;33;5,7;33;5,7;33;5,9;33;5,9;5,9
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;0260;mu;muziek;;0;0;3;6,4;3;6,4;3;6,3;3;6,3;6,3
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;0270;te;tekenen;;0;0;6;6,7;6;6,7;6;6,4;6;6,4;6,5
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;G;17;17;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;V;71;71;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;88;6,1;88;6,1;88;6,1;88;6,1;6,1
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;88;6,3;88;6,3;88;6,0;88;6,0;6,2
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;24;5,5;24;5,5;24;5,8;24;5,8;5,8
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;22;6,1;22;6,1;22;5,5;22;5,5;5,8
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1018;biol;biologie;;0;0;48;6,1;48;6,1;48;6,2;48;6,2;6,3
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1019;maat;maatschappijleer;;0;0;88;6,7;0;0,0;0;0,0;0;0,0;6,7
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;10;10;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;78;78;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1021;ges;geschiedenis;;0;0;52;6,5;52;6,5;52;6,4;52;6,4;6,5
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1022;econ;economie;;0;0;59;6,5;59;6,5;59;6,3;59;6,3;6,4
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1023;nat;natuurkunde;;0;0;31;5,9;31;5,9;31;6,4;31;6,4;6,2
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1024;wisA;wiskunde A;;0;0;65;5,9;65;5,9;65;6,2;65;6,2;6,1
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1025;wisB;wiskunde B;;0;0;20;6,0;20;6,0;20;6,2;20;6,2;6,2
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1028;schk;scheikunde;;0;0;36;6,1;36;6,1;36;5,8;36;5,8;6,0
2011;02VN;00;Reg SGM Het Rhedens;0277;ROZENDAAL;ROZENDAAL;Gelderland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;17;6,6;0;0,0;0;0,0;0;0,0;6,5
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;37;6,3;37;6,3;37;6,1;37;6,1;6,2
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;55;6,2;54;6,2;55;6,3;54;6,4;6,3
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;0301;anw;algemene natuurwetenschappen;;0;0;3;6,3;0;0,0;0;0,0;0;0,0;6,3
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;62;62;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;65;65;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;127;6,2;127;6,2;127;6,3;127;6,3;6,3
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;127;6,6;127;6,6;127;6,2;127;6,2;6,4
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;25;6,4;25;6,4;25;6,2;25;6,2;6,4
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;51;6,7;51;6,7;51;5,4;51;5,4;6,1
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;55;6,0;55;6,0;55;6,0;55;6,0;6,0
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;127;6,4;0;0,0;0;0,0;0;0,0;6,4
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;54;54;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;73;73;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;90;6,2;90;6,2;90;6,3;90;6,3;6,3
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;98;6,4;98;6,4;98;6,3;98;6,3;6,4
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;18;6,1;18;6,1;18;6,6;18;6,6;6,3
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;99;6,3;99;6,3;99;6,1;99;6,1;6,2
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;16;5,6;16;5,6;16;6,5;16;6,5;6,0
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;37;6,0;37;6,0;37;6,9;37;6,9;6,5
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;21;6,8;21;6,8;21;6,2;21;6,2;6,6
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;35;6,4;0;0,0;0;0,0;0;0,0;6,4
2011;02VQ;00;Pascal College;0479;ZAANSTAD;ZAANDAM;Noord-Holland;HAVO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;127;7,0;0;0,0;0;0,0;0;0,0;7,0
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;0131;ak;aardrijkskunde;;0;0;50;6,4;50;6,4;50;6,3;50;6,3;6,4
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;0251;m&o;management en organisatie;;0;0;11;6,3;11;6,3;11;7,7;11;7,7;7,1
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;0353;lo;lichamelijke opvoeding;G;21;21;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;0353;lo;lichamelijke opvoeding;V;54;54;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;76;6,2;76;6,2;76;5,7;76;5,7;6,0
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1002;entl;Engelse taal en literatuur;;0;0;76;6,7;76;6,7;76;6,4;76;6,4;6,5
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1003;fatl;Franse taal en literatuur;;0;0;21;6,7;21;6,7;21;6,1;21;6,1;6,5
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;32;6,1;32;6,1;32;6,0;32;6,0;6,1
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1018;biol;biologie;;0;0;45;6,5;45;6,5;45;6,0;45;6,0;6,3
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1019;maat;maatschappijleer;;0;0;76;6,7;0;0,0;0;0,0;0;0,0;6,7
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;32;32;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;44;44;0;0,0;0;0,0;0;0,0;0;0,0;0,0
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1021;ges;geschiedenis;;0;0;54;6,8;54;6,8;54;5,8;54;5,8;6,3
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1022;econ;economie;;0;0;54;6,3;54;6,3;54;6,4;54;6,4;6,3
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1023;nat;natuurkunde;;0;0;15;6,7;15;6,7;15;7,1;15;7,1;6,7
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1024;wisA;wiskunde A;;0;0;52;6,1;52;6,1;52;6,4;52;6,4;6,3
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1025;wisB;wiskunde B;;0;0;11;6,8;11;6,8;11;7,2;11;7,2;7,1
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1028;schk;scheikunde;;0;0;22;6,9;22;6,9;22;7,3;22;7,3;7,2
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;15;7,1;15;7,1;15;6,5;15;6,5;6,7
2011;02VR;00;Stg CHR VO Zuidoost-Utr;0355;ZEIST;ZEIST;Utrecht;HAVO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;76;6,7;0;0,0;0;0,0;0;0,0;6,7
2011;02VR;04;Chr VO Groep Zo Utrecht;1581;UTRECHTSE HEUVELRUG;DOORN;Utrecht;HAVO;0131;ak;aardrijkskunde;;0;0;39;6,2;39;6,2;39;6,1;39;6,1;6,2
