SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2014;17XU;00;Heerenlanden College;0545;LEERDAM;LEERDAM;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;22;6,7;22;6,7;22;7,0;22;7,0;6,8;,0
2014;17XU;00;Heerenlanden College;0545;LEERDAM;LEERDAM;Zuid-Holland;HAVO;1060;gds;godsdienst;;0;0;69;6,6;0;,0;0;,0;0;,0;6,7;,0
2014;17XU;00;Heerenlanden College;0545;LEERDAM;LEERDAM;Zuid-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,4
2014;17XU;00;Heerenlanden College;0545;LEERDAM;LEERDAM;Zuid-Holland;HAVO;1112;msst;maatschappelijke stage;G;22;22;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;17;6,0;17;6,0;17;6,0;17;6,0;6,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0161;in;informatica;;0;0;28;5,9;0;,0;0;,0;0;,0;6,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;23;5,4;23;5,4;23;5,4;23;5,4;5,6;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0311;fi;filosofie;;0;0;30;6,6;30;6,6;30;6,1;30;6,1;6,3;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;55;55;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;27;27;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;82;6,2;82;6,2;82;5,5;82;5,5;6,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;82;6,5;82;6,5;82;6,9;82;6,9;6,7;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;12;6,0;12;6,0;12;6,6;12;6,6;6,4;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;7;6,1;7;6,1;7;4,5;7;4,5;5,3;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1005;sptl;Spaanse taal en literatuur;;0;0;15;6,5;15;6,5;15;6,5;15;6,5;6,5;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;19;6,2;18;6,1;19;5,8;18;5,9;6,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;82;6,8;0;,0;0;,0;0;,0;7,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;25;25;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;57;57;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;59;6,1;59;6,1;59;6,1;59;6,1;6,1;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;45;5,7;45;5,7;45;5,9;45;5,9;5,8;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;17;5,6;17;5,6;17;5,7;17;5,7;5,6;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;50;5,5;50;5,5;50;5,4;50;5,4;5,5;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;19;5,4;19;5,4;19;6,5;19;6,5;6,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;23;5,9;23;5,9;23;6,0;23;6,0;6,1;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;15;6,4;15;6,4;15;6,6;15;6,6;6,7;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1031;kumu;kunst (muziek);;0;0;6;7,0;6;7,0;6;7,5;6;7,5;7,0;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;26;6,2;26;6,2;26;6,1;26;6,1;6,1;,0
2014;17YS;03;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;4,7
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;9;6,4;9;6,4;9;6,3;9;6,3;6,2;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;9;5,4;9;5,4;9;5,0;9;5,0;5,1;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;8;8;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;10;10;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;18;6,4;18;6,4;18;5,7;18;5,7;6,1;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;18;6,6;18;6,6;18;6,1;18;6,1;6,5;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;5;5,9;5;5,9;5;5,5;5;5,5;5,8;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1005;sptl;Spaanse taal en literatuur;;0;0;2;9,4;2;9,4;2;9,4;2;9,4;9,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1012;s-e;Spaanse taal en literatuur (elementair);;0;0;7;7,5;0;,0;0;,0;0;,0;7,6;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;5;6,1;5;6,1;5;6,6;5;6,6;6,4;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;18;6,8;0;,0;0;,0;0;,0;7,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;15;6,2;15;6,2;15;6,1;15;6,1;6,2;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;17;5,8;17;5,8;17;6,1;17;6,1;6,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;18;5,8;18;5,8;18;5,6;18;5,6;5,8;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;3;6,6;3;6,6;3;6,9;3;6,9;7,0;,0
2014;17YS;04;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;4,9
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;12;6,3;12;6,3;12;6,4;12;6,4;6,5;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0161;in;informatica;;0;0;8;6,0;0;,0;0;,0;0;,0;6,1;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;15;5,6;15;5,6;15;6,2;15;6,2;5,9;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;20;20;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;38;6,4;38;6,4;38;6,0;38;6,0;6,3;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;38;6,6;38;6,6;38;7,0;38;7,0;6,8;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;4;6,0;4;6,0;4;6,9;4;6,9;6,5;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;3;5,8;3;5,8;3;5,9;3;5,9;6,0;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1005;sptl;Spaanse taal en literatuur;;0;0;6;5,9;6;5,9;6;6,2;6;6,2;6,0;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;17;6,2;17;6,2;17;5,9;17;5,9;6,1;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;38;6,4;0;,0;0;,0;0;,0;6,4;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;4;4;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;34;34;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;21;6,4;21;6,4;21;6,6;21;6,6;6,5;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;16;6,4;16;6,4;16;6,6;16;6,6;6,4;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;16;5,8;16;5,8;16;5,4;16;5,4;5,4;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;28;6,1;28;6,1;28;6,0;28;6,0;6,2;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;8;4,9;8;4,9;8;5,6;8;5,6;5,3;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;17;5,7;17;5,7;17;5,7;17;5,7;5,8;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;6;6,4;6;6,4;6;6,5;6;6,5;6,3;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;13;6,1;13;6,1;13;6,4;13;6,4;6,3;,0
2014;17YS;08;Esprit Scholengroep;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,3
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;27;6,2;27;6,2;27;6,3;27;6,3;6,3;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;26;6,1;26;6,1;26;5,8;26;5,8;5,9;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0260;mu;muziek;;0;0;9;6,5;9;6,5;9;6,1;9;6,1;6,4;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0270;te;tekenen;;0;0;13;6,4;13;6,4;13;6,0;13;6,0;6,2;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0311;fi;filosofie;;0;0;20;6,8;20;6,8;20;7,0;20;7,0;6,9;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;34;34;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;67;67;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;101;6,5;101;6,5;101;6,0;101;6,0;6,3;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;101;6,8;101;6,8;101;6,9;101;6,9;6,8;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;14;6,2;14;6,2;14;6,4;14;6,4;6,5;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;39;6,1;39;6,1;39;5,9;39;5,9;6,0;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;40;6,0;40;6,0;40;6,2;40;6,2;6,2;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;101;6,9;0;,0;0;,0;0;,0;6,9;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;39;39;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;62;62;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;69;6,3;69;6,3;69;7,0;69;7,0;6,7;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1022;econ;economie;;0;0;66;6,4;66;6,4;66;6,4;66;6,4;6,4;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;34;6,0;34;6,0;34;7,7;34;7,7;6,9;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;63;6,3;63;6,3;63;6,7;63;6,7;6,6;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;33;6,4;33;6,4;33;7,6;33;7,6;7,1;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;34;6,3;34;6,3;34;7,1;34;7,1;6,6;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;21;6,8;0;,0;0;,0;0;,0;6,8;,0
2014;18CH;00;Melanchthon;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,5
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;23;6,0;23;6,0;23;6,5;23;6,5;6,3;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;43;6,5;43;6,5;43;6,5;43;6,5;6,6;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;106;106;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;6;6;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;111;6,7;111;6,7;111;6,0;111;6,0;6,4;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;112;6,4;112;6,4;112;7,1;112;7,1;6,8;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;22;6,8;22;6,8;22;6,6;22;6,6;6,7;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;42;6,3;42;6,3;42;5,8;42;5,8;6,1;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;50;6,2;50;6,2;50;6,2;50;6,2;6,2;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;111;6,5;0;,0;0;,0;0;,0;6,5;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;35;35;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;77;77;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;63;6,4;63;6,4;63;6,3;63;6,3;6,4;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1022;econ;economie;;0;0;82;6,4;82;6,4;82;6,5;82;6,5;6,5;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;29;6,4;29;6,4;29;6,4;29;6,4;6,3;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;77;6,3;77;6,3;77;6,7;77;6,7;6,5;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;34;6,2;34;6,2;34;6,4;34;6,4;6,4;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;49;6,7;49;6,7;49;6,3;49;6,3;6,5;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;20;7,0;20;7,0;20;5,8;20;5,8;6,4;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1031;kumu;kunst (muziek);;0;0;9;6,9;9;6,9;9;6,3;9;6,3;6,7;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;18;6,2;0;,0;0;,0;0;,0;6,2;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1060;gds;godsdienst;;0;0;111;7,1;0;,0;0;,0;0;,0;7,1;,0
2014;18CH;07;Melanchthon Bergschenhoek;1621;LANSINGERLAND;BERGSCHENHOEK;Zuid-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,8
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0131;ak;aardrijkskunde;;0;0;25;6,3;25;6,3;25;6,1;25;6,1;6,2;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0161;in;informatica;;0;0;27;7,1;0;,0;0;,0;0;,0;7,1;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0251;m&o;management en organisatie;;0;0;22;6,8;22;6,8;22;6,9;22;6,9;6,9;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0301;anw;algemene natuurwetenschappen;;0;0;1;7,0;0;,0;0;,0;0;,0;7,0;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;45;45;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;72;72;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;117;6,2;117;6,2;117;6,2;117;6,2;6,2;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1002;entl;Engelse taal en literatuur;;0;0;118;6,4;118;6,4;118;7,1;118;7,1;6,8;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1003;fatl;Franse taal en literatuur;;0;0;19;6,3;18;6,4;19;5,8;18;5,8;6,1;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;53;6,4;53;6,4;53;6,2;53;6,2;6,3;,0
2014;18CR;00;PC/RK SGM De Grundel;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1018;biol;biologie;;0;0;43;6,0;43;6,0;43;5,8;43;5,8;6,0;,0
