SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1022;econ;economie;;0;0;47;6,3;47;6,3;47;5,9;47;5,9;6,1;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1023;nat;natuurkunde;;0;0;26;6,3;26;6,3;26;5,9;26;5,9;6,3;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1024;wisA;wiskunde A;;0;0;56;6,4;56;6,4;56;6,2;56;6,2;6,4;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1025;wisB;wiskunde B;;0;0;16;6,5;16;6,5;16;6,8;16;6,8;6,8;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1028;schk;scheikunde;;0;0;26;6,2;26;6,2;26;6,0;26;6,0;6,1;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1032;kudr;kunst (drama);;0;0;7;7,4;7;7,4;7;5,4;7;5,4;6,6;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1060;gds;godsdienst;;0;0;79;7,3;0;,0;0;,0;0;,0;7,3;,0
2014;02VT;05;Agnieten College loc. Meander;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,7
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;0131;ak;aardrijkskunde;;0;0;47;6,3;47;6,3;47;5,8;47;5,8;6,1;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;0161;in;informatica;;0;0;27;6,4;0;,0;0;,0;0;,0;6,6;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;0251;m&o;management en organisatie;;0;0;44;6,3;44;6,3;44;6,8;44;6,8;6,6;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;44;44;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;118;118;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;163;6,3;163;6,3;163;5,9;163;5,9;6,1;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1002;entl;Engelse taal en literatuur;;0;0;164;6,8;164;6,8;164;6,8;164;6,8;6,8;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1003;fatl;Franse taal en literatuur;;0;0;16;6,8;16;6,8;16;6,4;16;6,4;6,6;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;70;6,4;69;6,4;70;6,2;69;6,2;6,3;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1018;biol;biologie;;0;0;68;6,2;68;6,2;68;5,8;68;5,8;6,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1019;maat;maatschappijleer;;0;0;163;6,3;0;,0;0;,0;0;,0;6,3;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;2;7,5;0;,0;0;,0;0;,0;7,5;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;37;37;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;124;124;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1021;ges;geschiedenis;;0;0;91;6,3;91;6,3;91;6,4;91;6,4;6,5;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1022;econ;economie;;0;0;95;6,1;95;6,1;95;6,2;95;6,2;6,1;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1023;nat;natuurkunde;;0;0;50;6,2;50;6,2;50;6,6;50;6,6;6,4;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1024;wisA;wiskunde A;;0;0;124;6,5;124;6,5;124;6,8;124;6,8;6,7;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1025;wisB;wiskunde B;;0;0;35;6,0;35;6,0;35;6,8;35;6,8;6,5;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1028;schk;scheikunde;;0;0;72;6,3;72;6,3;72;6,3;72;6,3;6,3;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;26;6,7;24;6,7;24;6,5;24;6,5;6,8;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1032;kudr;kunst (drama);;0;0;4;6,6;4;6,6;4;7,1;4;7,1;7,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1034;maw;maatschappijwetenschappen;;0;0;23;6,1;23;6,1;23;5,9;23;5,9;6,1;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;28;7,3;0;,0;0;,0;0;,0;7,3;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;31;6,9;0;,0;0;,0;0;,0;7,0;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1060;gds;godsdienst;;0;0;162;6,8;0;,0;0;,0;0;,0;6,8;,0
2014;02XJ;00;Chr SGM Reggesteyn;0163;HELLENDOORN;NIJVERDAL;Overijssel;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;0131;ak;aardrijkskunde;;0;0;46;6,8;46;6,8;46;6,6;46;6,6;6,8;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;0251;m&o;management en organisatie;;0;0;48;7,0;48;7,0;48;6,7;48;6,7;6,9;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;54;54;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;92;92;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;146;6,4;146;6,4;146;6,1;146;6,1;6,2;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1002;entl;Engelse taal en literatuur;;0;0;146;6,3;146;6,3;146;6,3;146;6,3;6,4;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1003;fatl;Franse taal en literatuur;;0;0;32;6,3;32;6,3;32;6,1;32;6,1;6,3;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;53;6,3;53;6,3;53;5,8;53;5,8;6,1;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1018;biol;biologie;;0;0;58;6,4;58;6,4;58;5,9;58;5,9;6,1;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1019;maat;maatschappijleer;;0;0;146;7,2;0;,0;0;,0;0;,0;7,2;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;60;60;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;86;86;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1021;ges;geschiedenis;;0;0;98;6,5;98;6,5;98;6,2;98;6,2;6,4;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1022;econ;economie;;0;0;109;6,5;109;6,5;109;6,1;109;6,1;6,4;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1023;nat;natuurkunde;;0;0;22;6,7;22;6,7;22;7,1;22;7,1;6,9;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1024;wisA;wiskunde A;;0;0;105;6,8;105;6,8;105;6,7;105;6,7;6,8;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1025;wisB;wiskunde B;;0;0;33;6,4;33;6,4;33;7,0;33;7,0;6,7;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1027;wisD;wiskunde D;;0;0;3;6,0;0;,0;0;,0;0;,0;6,0;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1028;schk;scheikunde;;0;0;49;6,5;49;6,5;49;6,6;49;6,6;6,6;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;11;7,4;11;7,4;11;6,3;11;6,3;6,8;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1031;kumu;kunst (muziek);;0;0;6;7,4;6;7,4;6;5,9;6;5,9;6,7;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1034;maw;maatschappijwetenschappen;;0;0;34;6,9;34;6,9;34;6,9;34;6,9;6,9;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1035;nlt;natuur, leven en technologie;;0;0;30;6,5;0;,0;0;,0;0;,0;6,5;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1060;gds;godsdienst;;0;0;146;7,9;0;,0;0;,0;0;,0;7,9;,0
2014;02XS;00;Altena College Chr SGM;0870;WERKENDAM;SLEEUWIJK;Noord-Brabant;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,4
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0131;ak;aardrijkskunde;;0;0;39;6,0;39;6,0;39;6,1;39;6,1;6,1;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0161;in;informatica;;0;0;57;7,0;0;,0;0;,0;0;,0;7,1;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0251;m&o;management en organisatie;;0;0;42;6,4;42;6,4;42;6,5;42;6,5;6,5;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0260;mu;muziek;;0;0;1;7,7;1;7,7;1;5,7;1;5,7;7,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0270;te;tekenen;;0;0;16;7,3;16;7,3;16;6,4;16;6,4;6,9;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;55;55;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;97;97;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;154;6,3;154;6,3;154;6,0;154;6,0;6,2;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1002;entl;Engelse taal en literatuur;;0;0;154;6,4;154;6,4;154;6,8;154;6,8;6,6;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1003;fatl;Franse taal en literatuur;;0;0;23;6,6;23;6,6;23;6,4;23;6,4;6,4;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;24;6,2;24;6,2;24;6,4;24;6,4;6,3;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1018;biol;biologie;;0;0;60;6,5;60;6,5;60;6,5;60;6,5;6,5;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1019;maat;maatschappijleer;;0;0;152;6,4;0;,0;0;,0;0;,0;6,4;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;28;28;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;125;125;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1021;ges;geschiedenis;;0;0;84;6,3;84;6,3;84;6,0;84;6,0;6,1;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1022;econ;economie;;0;0;89;6,2;89;6,2;89;6,4;89;6,4;6,3;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1023;nat;natuurkunde;;0;0;43;6,2;43;6,2;43;6,6;43;6,6;6,4;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1024;wisA;wiskunde A;;0;0;100;6,7;100;6,7;100;6,8;100;6,8;6,8;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1025;wisB;wiskunde B;;0;0;43;6,2;43;6,2;43;7,4;43;7,4;6,8;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1027;wisD;wiskunde D;;0;0;6;7,0;0;,0;0;,0;0;,0;7,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1028;schk;scheikunde;;0;0;70;6,3;70;6,3;70;6,4;70;6,4;6,4;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1034;maw;maatschappijwetenschappen;;0;0;36;6,1;36;6,1;36;6,3;36;6,3;6,2;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;33;6,9;0;,0;0;,0;0;,0;7,1;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;9;8,0;0;,0;0;,0;0;,0;8,0;,0
2014;02ZR;00;Het College;0988;WEERT;WEERT;Limburg;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,4
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;56;6,3;56;6,3;56;6,1;56;6,1;6,3;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0161;in;informatica;;0;0;41;6,6;0;,0;0;,0;0;,0;6,9;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;98;98;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;98;6,3;98;6,3;98;6,0;98;6,0;6,1;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;98;6,7;98;6,7;98;6,9;98;6,9;6,8;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;18;6,4;18;6,4;18;6,2;18;6,2;6,5;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;13;6,2;13;6,2;13;5,7;13;5,7;6,1;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;32;5,9;32;5,9;32;5,7;32;5,7;5,8;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;98;6,6;0;,0;0;,0;0;,0;6,7;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;7;7;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;91;91;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;56;6,5;56;6,5;56;6,7;56;6,7;6,6;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;43;6,1;43;6,1;43;6,6;43;6,6;6,3;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;11;6,3;11;6,3;11;7,0;11;7,0;6,7;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;76;6,5;76;6,5;76;5,9;76;5,9;6,2;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;11;6,6;11;6,6;11;8,1;11;8,1;7,3;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;42;6,0;42;6,0;42;6,5;42;6,5;6,3;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;18;6,6;7;6,7;7;6,6;7;6,6;6,7;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1032;kudr;kunst (drama);;0;0;15;7,0;15;7,0;15;6,8;15;6,8;7,0;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;42;6,1;0;,0;0;,0;0;,0;6,2;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;16;6,6;0;,0;0;,0;0;,0;6,5;,0
2014;03AQ;00;Open Sgm Bylmer;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,3
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;27;6,1;27;6,1;27;6,1;27;6,1;6,1;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0161;in;informatica;;0;0;1;7,9;0;,0;0;,0;0;,0;8,0;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;28;6,3;28;6,3;28;5,9;28;5,9;6,2;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0260;mu;muziek;;0;0;15;6,9;15;6,9;15;6,8;15;6,8;6,8;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0270;te;tekenen;;0;0;12;7,8;12;7,8;12;6,5;12;6,5;7,1;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;73;73;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;31;31;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;108;6,4;108;6,4;108;6,1;108;6,1;6,3;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;108;6,5;108;6,5;108;7,0;108;7,0;6,8;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;23;6,8;23;6,8;23;6,6;23;6,6;6,8;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;23;6,5;23;6,5;23;6,4;23;6,4;6,6;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1005;sptl;Spaanse taal en literatuur;;0;0;8;6,7;8;6,7;8;6,0;8;6,0;6,4;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;31;6,1;31;6,1;31;6,2;31;6,2;6,2;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;104;6,9;0;,0;0;,0;0;,0;7,0;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;39;39;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;65;65;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;67;6,5;67;6,5;67;6,7;67;6,7;6,7;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1022;econ;economie;;0;0;68;5,8;68;5,8;68;6,3;68;6,3;6,1;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;16;6,5;16;6,5;16;6,9;16;6,9;6,6;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;87;6,0;87;6,0;87;6,5;87;6,5;6,4;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;16;6,7;16;6,7;16;7,4;16;7,4;7,1;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;41;6,4;41;6,4;41;5,9;41;5,9;6,2;,0
2014;03FO;00;CVO 't Gooi;0402;HILVERSUM;HILVERSUM;Noord-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;36;7,3;0;,0;0;,0;0;,0;7,3;,0
